node_id	pr_value
663930	0.00016945717401510864
482708	9.476829255401413e-05
1034017	5.451063102670445e-05
663559	4.959020433897002e-05
1120567	4.600567493419944e-05
357530	4.4452306960315836e-05
663605	4.2885503000042714e-05
663682	3.519489924369314e-05
1108860	3.4832681902099675e-05
664788	3.471018108475325e-05
